CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50000740,AMAN RESTAURANT,Bronx,3594,JEROME AVENUE,10467,7187085853,Indian,01/06/2025,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,39,Z,01/06/2025,03/08/2025,Cycle Inspection / Re-inspection,40.885331127558,-73.879261387379,207,11,043100,2017851,2033290083,BX43,
50147491,LA CASA DE CHICHARRON,Queens,10650,SUTPHIN BLVD,11435,7579478092,Spanish,03/05/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,22,,,03/08/2025,Cycle Inspection / Initial Inspection,40.694367175859,-73.801881383619,412,28,019800,4215546,4100880024,QN01,
50131248,INDIA CAFE,Queens,9408,LEFFERTS BLVD,11419,7188255444,Indian,01/08/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,27,Z,01/08/2025,03/08/2025,Cycle Inspection / Re-inspection,40.693772367285,-73.827879741493,409,28,012000,4451781,4094360008,QN54,
50102368,ANANDA,Manhattan,210,THOMPSON STREET,10012,2125337290,Indian,01/07/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26,,,03/08/2025,Cycle Inspection / Initial Inspection,40.728880910391,-73.999271178338,102,01,006500,1077838,1005370001,MN23,
50118559,LA PERLA DE ORIENTE,Queens,20401,JAMAICA AVE,11423,3476180399,Spanish,02/12/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A,02/12/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.71349761807,-73.755976742665,412,23,048400,4222757,4104770013,QN07,
50061283,THE LAST WORD,Queens,3130,DITMARS BLVD,11105,7184403378,Spanish,01/29/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,01/29/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.77574273033,-73.910161610433,401,22,011500,4017063,4008330041,QN72,
50132527,ASHOKA GRILL,Brooklyn,1436,FLATBUSH AVENUE,11210,3478498081,Indian,01/07/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,55,,,03/08/2025,Cycle Inspection / Initial Inspection,40.635622049875,-73.950639358335,314,45,077000,3121637,3052490047,BK42,
50086042,SONEROS NIGHT CLUB BAR,Queens,9202,CORONA AVE,11373,9177498127,Spanish,01/27/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,24,Z,01/27/2025,03/08/2025,Cycle Inspection / Re-inspection,40.74243201622,-73.872217204617,404,25,046100,4046002,4018620001,QN29,
50136175,STOP ONE FOOD MARKET,Queens,17103,JAMAICA AVE,11432,2126550800,Spanish,01/03/2025,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,43,,,03/08/2025,Cycle Inspection / Initial Inspection,40.70749358286,-73.788540062216,412,27,046200,4310512,4098060010,QN61,
50128557,LA MASA,Bronx,2542,EAST TREMONT AVENUE,10461,9177089247,Spanish,02/18/2025,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",Not Critical,4,A,02/18/2025,03/08/2025,Cycle Inspection / Re-inspection,40.842922465161,-73.849213952349,210,13,020000,2042385,2040010054,BX37,
50089410,TERIYAKI 365,Queens,4202,NORTHERN BLVD,11101,9178380266,Chinese/Japanese,02/06/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,27,Z,02/06/2025,03/08/2025,Cycle Inspection / Re-inspection,40.753068276318,-73.921377667644,401,26,017100,4002366,4001830051,QN31,
50102368,ANANDA,Manhattan,210,THOMPSON STREET,10012,2125337290,Indian,01/07/2025,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,26,,,03/08/2025,Cycle Inspection / Initial Inspection,40.728880910391,-73.999271178338,102,01,006500,1077838,1005370001,MN23,
50155479,LA GRAN PARADA,Manhattan,4221,BROADWAY,10033,2127400700,Spanish,02/24/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,49,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.849028811692,-73.936976348703,112,10,026500,1064270,1021760054,MN36,
41718530,HUNTS POINT JUICE BAR & DELI,Bronx,620,MANIDA STREET,10474,3479189442,Spanish,01/16/2025,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,9,A,01/16/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.812582405866,-73.887883451493,202,17,009300,2006661,2027650290,BX27,
50131291,KEBAB AUR SHARAB,Manhattan,247,WEST   72 STREET,10023,3477614434,Indian,02/05/2025,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,34,Z,02/05/2025,03/08/2025,Pre-permit (Operational) / Re-inspection,40.779278964345,-73.983206311627,107,06,015900,1030509,1011640011,MN14,
50132527,ASHOKA GRILL,Brooklyn,1436,FLATBUSH AVENUE,11210,3478498081,Indian,01/16/2025,Establishment re-closed by DOHMH.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,,,03/08/2025,Cycle Inspection / Reopening Inspection,40.635622049875,-73.950639358335,314,45,077000,3121637,3052490047,BK42,
50142884,LA CHOZA DEL GORDO,Queens,24725,JERICHO TPKE,11426,9172543034,Spanish,02/04/2025,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,38,,,03/08/2025,Cycle Inspection / Initial Inspection,40.725577543254,-73.719998005544,413,23,161700,4176971,4086620053,QN43,
50117942,JUST SALAD,Manhattan,55,BROADWAY,10006,2122441111,Salads,01/09/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,26,,,03/08/2025,Cycle Inspection / Initial Inspection,40.706631127508,-74.012631080595,101,01,001300,1000807,1000200016,MN25,
50098817,ANGEL INDIAN RESTAURANT,Queens,7414,37TH RD,11372,3476327555,Indian,03/04/2025,Violations were cited in the following area(s).,20-05,"Current letter grade or ""Grade Pending"" card not conspicuously posted or visible to passersby",Not Critical,,,,03/08/2025,Administrative Miscellaneous / Initial Inspection,40.747249503467,-73.891270825102,403,25,028900,4029839,4012850071,QN28,
41686535,NANKING,Queens,13407,ROCKAWAY BOULEVARD,11420,7183233555,Indian,01/09/2025,Violations were cited in the following area(s).,04O,Live animal other than fish in tank or service animal present in facility’s food or non-food area.,Critical,45,Z,01/09/2025,03/08/2025,Cycle Inspection / Re-inspection,40.674578005688,-73.803887143572,410,28,018000,4253208,4117010007,QN55,
50053086,TIKKA INDIAN GRILL,Queens,11930,METROPOLITAN AVE,11415,7184801307,Indian,02/03/2025,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,03/08/2025,Administrative Miscellaneous / Initial Inspection,40.706030325074,-73.831429515193,409,29,014000,4192762,4092310011,QN60,
50164421,COMA BUENO RESTAURANT,Manhattan,944,COLUMBUS AVENUE,10025,3477925571,Spanish,03/03/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,28,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.79949471042,-73.962685768519,107,07,019300,1055968,1018610031,MN09,
50143869,COOKLYN EATS,Brooklyn,429,NEW LOTS AVENUE,11207,6319747516,Spanish,01/14/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,22,N,,03/08/2025,Cycle Inspection / Initial Inspection,40.662420046446,-73.891780885036,305,42,112800,3085609,3038410036,BK85,
50071605,BAAR BAAR,Manhattan,13,EAST    1 STREET,10003,2122281200,Indian,02/18/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,40,Z,02/18/2025,03/08/2025,Cycle Inspection / Re-inspection,40.724516414766,-73.991435104559,103,02,003602,1087255,1004560007,MN22,
40380164,CUCHIFRITOS,Bronx,158,E. 188 TH ST,,7183674500,Spanish,01/07/2025,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,11,A,01/07/2025,03/08/2025,Cycle Inspection / Initial Inspection,0,0,,,,,2,,
50119601,TAJ KABAB KING,Brooklyn,472,LORIMER STREET,11206,3478672785,Indian,02/13/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28,N,,03/08/2025,Cycle Inspection / Initial Inspection,40.710957151209,-73.948848362831,301,34,050300,3069520,3027860006,BK90,
50122796,DILBAR INDIAN CUISINE,Queens,24808,UNION TPKE,11426,6465002057,Indian,02/14/2025,Establishment re-opened by DOHMH.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,2,Z,02/14/2025,03/08/2025,Cycle Inspection / Reopening Inspection,40.742412892085,-73.72179271961,413,23,157101,4174405,4085610001,QN43,
50146023,MYSTTIK MASAALA,Manhattan,135,WEST   50 STREET,10020,9177014579,Indian,01/28/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot TCS food item not held at or above 140 °F.,Critical,55,,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.760367337647,-73.981532569014,105,04,013100,1022708,1010030005,MN17,
50120806,JEN'S FRENCH TOAST,Bronx,607,EAST  169 STREET,10456,9174284020,Spanish,01/13/2025,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,26,,,03/08/2025,Cycle Inspection / Initial Inspection,40.831863708718,-73.902341518674,203,16,014900,2009715,2029310097,BX35,
50107354,POLLOS A LA BRASA,Brooklyn,691,KNICKERBOCKER AVENUE,11221,7183819400,Spanish,01/17/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,27,Z,01/17/2025,03/08/2025,Cycle Inspection / Re-inspection,40.694566860155,-73.910891673053,304,37,043500,3077675,3033850008,BK77,
50142277,LA POTENCIA BAR RESTAURANT,Bronx,1898,JEROME AVENUE,10453,9299243249,Spanish,03/05/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,13,A,03/05/2025,03/08/2025,Cycle Inspection / Re-inspection,40.850147630028,-73.910588466456,205,14,023301,2008233,2028520009,BX41,
50128416,HOT BAGELS,Brooklyn,11124,FLATLANDS AVENUE,11207,3474182154,Spanish,01/06/2025,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,11,A,01/06/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.650270866806,-73.890960990674,318,42,105804,3231522,3082350053,BK93,
41102075,MYMOON,Brooklyn,184,NORTH   10 STREET,11211,7185997007,Spanish,01/17/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,01/17/2025,03/08/2025,Cycle Inspection / Re-inspection,40.718996480212,-73.955169708942,301,33,051700,3061702,3023050018,BK73,
50132527,ASHOKA GRILL,Brooklyn,1436,FLATBUSH AVENUE,11210,3478498081,Indian,01/16/2025,Establishment re-closed by DOHMH.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,,,03/08/2025,Cycle Inspection / Reopening Inspection,40.635622049875,-73.950639358335,314,45,077000,3121637,3052490047,BK42,
50146133,Alvarlozan's Restaurant Coffee Shop,Brooklyn,747,FLUSHING AVENUE,11206,3472433109,Spanish,01/29/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,22,Z,01/29/2025,03/08/2025,Cycle Inspection / Re-inspection,40.700636640472,-73.94268199383,301,33,050700,3061516,3022760035,BK75,
50097060,DELI COFFEE SHOP 55,Queens,5514,37TH AVE,11377,3472452977,Spanish,01/08/2025,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,32,,,03/08/2025,Cycle Inspection / Initial Inspection,40.750779194209,-73.906781083191,402,26,025500,4430199,4012100007,QN63,
50085359,HIMALAYAN CURRY HOUSE,Manhattan,254,WEST  108 STREET,10025,3478528158,Indian,03/06/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,03/06/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.802660720673,-73.966982317915,107,07,019500,1056672,1018790061,MN09,
50107796,NEEM INDIAN CUISINE,Bronx,3549,JOHNSON AVENUE,10463,3474273953,Indian,01/08/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9,A,01/08/2025,03/08/2025,Cycle Inspection / Re-inspection,40.886141413758,-73.909834633612,208,11,029700,2084160,2057940501,BX29,
50086042,SONEROS NIGHT CLUB BAR,Queens,9202,CORONA AVE,11373,9177498127,Spanish,01/27/2025,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,24,Z,01/27/2025,03/08/2025,Cycle Inspection / Re-inspection,40.74243201622,-73.872217204617,404,25,046100,4046002,4018620001,QN29,
50131291,KEBAB AUR SHARAB,Manhattan,247,WEST   72 STREET,10023,3477614434,Indian,02/05/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,34,Z,02/05/2025,03/08/2025,Pre-permit (Operational) / Re-inspection,40.779278964345,-73.983206311627,107,06,015900,1030509,1011640011,MN14,
50125151,JUST SALAD,Manhattan,655,6 AVENUE,10010,5165082187,Salads,01/07/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,01/07/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.741127899344,-73.994099785626,104,03,008700,1087522,1007967504,MN13,
50113163,INDAY,Manhattan,1,NEW YORK PLZ,10004,9173989771,Indian,01/08/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,29,N,,03/08/2025,Cycle Inspection / Initial Inspection,40.702533192425,-74.012561775828,101,01,000900,1000005,1000047501,MN25,
50099353,LA AURORA,Queens,23917,BRADDOCK AVE,11426,7183474271,Spanish,02/12/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,02/12/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.726550672466,-73.728606004603,413,23,162100,4167536,4079870052,QN43,
50105595,CROSSBAY TACOS BAR,Queens,13509,CROSSBAY BLVD,11417,3479074769,Spanish,02/04/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,02/04/2025,03/08/2025,Cycle Inspection / Re-inspection,40.67341170857,-73.843268253479,410,32,008800,4248382,4115120001,QN56,
50114675,GRANO DE CAFE,Queens,3910,103RD ST,11368,7184339795,Spanish,02/07/2025,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,26,Z,02/07/2025,03/08/2025,Cycle Inspection / Re-inspection,40.750482783146,-73.863023489686,403,21,040700,4044366,4017700035,QN26,
41568650,ANTOJITOS DELI FOOD,Brooklyn,1936,86 STREET,11214,7182341954,Spanish,01/06/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,23,Z,01/06/2025,03/08/2025,Cycle Inspection / Re-inspection,40.605363203162,-73.999546232786,311,38,028400,3166813,3063730047,BK28,
41688789,AGEHA JAPANESE FUSION,Manhattan,767,9 AVENUE,10019,2125818188,Chinese/Japanese,01/27/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,01/27/2025,03/08/2025,Cycle Inspection / Re-inspection,40.76437831887,-73.988303734675,104,03,013300,1082887,1010610032,MN15,
50086764,EL CLUB VALLE RESTAURANT,Bronx,352,EAST GUN HILL ROAD,10467,6463292949,Spanish,03/03/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,,,03/08/2025,Cycle Inspection / Initial Inspection,40.878758753847,-73.87277868003,207,11,042902,2018504,2033520045,BX43,
50116389,GABY'S PIZZERIA & RESTAURANT,Queens,9535,SUTPHIN BLVD,11435,9293897920,Spanish,01/10/2025,Establishment re-opened by DOHMH.,,,Not Applicable,0,Z,01/10/2025,03/08/2025,Cycle Inspection / Reopening Inspection,40.698209235259,-73.806331003022,412,28,020800,4214517,4100270027,QN61,
50097054,SIIPS BUBBLE,Queens,7408,GRAND AVE,11373,7188980076,Chinese/Japanese,01/06/2025,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,9,A,01/06/2025,03/08/2025,Cycle Inspection / Re-inspection,40.730225394472,-73.887315362947,405,30,049900,4062884,4028050013,QN29,
50103804,Paratha Wala,Queens,10309,METROPOLITAN AVE,11375,2127314547,Indian,01/29/2025,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,44,N,,03/08/2025,Cycle Inspection / Initial Inspection,40.710260560997,-73.849576526278,406,29,073100,4077535,4032400049,QN17,
50108497,DHAMAKA,Manhattan,88,ESSEX STREET,10002,9737277160,Indian,01/14/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,43,,,03/08/2025,Cycle Inspection / Initial Inspection,40.718140053728,-73.988402066414,103,01,001800,1090554,1003527501,MN27,
50105992,DOSA DELIGHT,Queens,3566,73RD ST,11372,7183971000,Indian,01/28/2025,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,64,,,03/08/2025,Cycle Inspection / Initial Inspection,40.75050915768,-73.892994294323,403,25,029100,4462992,4012720036,QN28,
50144850,LEE'S RESTAURANT,Bronx,626,EAST  187 STREET,10458,7183678383,Chinese/Japanese,02/25/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,02/25/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.855089014096,-73.886672827964,206,15,039100,2012162,2030740024,BX06,
50154810,LA PANADERIA TOTOPAN,Queens,14511,JAMAICA AVE,11435,3476083154,Spanish,01/22/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,29,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.701958836818,-73.809749920081,412,24,024000,4206728,4096750033,QN61,
50137584,JAZBA,Manhattan,207,2 AVENUE,10003,9175171596,Indian,02/25/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,21,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.731542423074,-73.985534835594,103,02,004000,1006866,1004680034,MN22,
50106991,RAJA SWEETS & FAST FOOD,Queens,7231,37TH AVE,11372,7187537231,Indian,01/15/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,41,,,03/08/2025,Cycle Inspection / Initial Inspection,40.74880492794,-73.893282162298,403,25,029100,4462992,4012720036,QN28,
50135751,LA GITANA # 4 PANADERIA Y RESTAURANTE,Queens,9031,37TH AVE,11372,9175209339,Spanish,01/02/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32,,,03/08/2025,Cycle Inspection / Initial Inspection,40.750566741526,-73.876539811989,403,25,027500,4035996,4014640039,QN28,
50142310,SHAHI DHABA,Queens,23603,BRADDOCK AVE,11426,7189711098,Indian,03/05/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,,,03/08/2025,Cycle Inspection / Initial Inspection,40.727377876292,-73.731373538843,413,23,162100,4167434,4079840045,QN43,
50156692,MEMO'S RESTAURANT,Queens,9021,31ST AVE,11369,3478845775,Spanish,02/19/2025,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,51,N,,03/08/2025,Pre-permit (Operational) / Initial Inspection,40.760043566227,-73.878323431748,403,25,035100,4445870,4013880036,QN28,
41700146,XELA JU RESTAURANT,Queens,88-30,PARSONS BOULEVARD,11432,7186573366,Spanish,02/25/2025,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,03/08/2025,Administrative Miscellaneous / Initial Inspection,40.706378582787,-73.802029495333,412,27,023600,4312618,4097620041,QN35,
50142884,LA CHOZA DEL GORDO,Queens,24725,JERICHO TPKE,11426,9172543034,Spanish,02/04/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,38,,,03/08/2025,Cycle Inspection / Initial Inspection,40.725577543254,-73.719998005544,413,23,161700,4176971,4086620053,QN43,
50072850,SALAD BOX,Manhattan,44,PARK PLACE,10007,6095294969,Salads,01/16/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,8,A,01/16/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.713298484222,-74.009389492929,101,01,002100,1001409,1001250020,MN24,
41691362,LIBERTADOR,Brooklyn,404,HENRY STREET,11201,3476893122,Spanish,02/12/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,02/12/2025,03/08/2025,Cycle Inspection / Re-inspection,40.687256457772,-73.997930289696,306,39,004900,3003469,3003100020,BK33,
40557912,KISMAT INDIAN CUISINE,Manhattan,603,FORT WASHINGTON AVENUE,10040,2127958633,Indian,01/28/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,23,Z,01/28/2025,03/08/2025,Cycle Inspection / Re-inspection,40.855234584885,-73.936851153613,112,10,027300,1084212,1021797501,MN35,
50142310,SHAHI DHABA,Queens,23603,BRADDOCK AVE,11426,7189711098,Indian,03/05/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26,,,03/08/2025,Cycle Inspection / Initial Inspection,40.727377876292,-73.731373538843,413,23,162100,4167434,4079840045,QN43,
50124313,CAFE XOCHIMILCO,Queens,3801,29TH ST,11101,9293283573,Spanish,01/07/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,17,,,03/08/2025,Cycle Inspection / Initial Inspection,40.75442921769,-73.933687781369,401,26,003100,4004637,4003840013,QN68,
50010873,MASALA BOX,Queens,4202,BELL BLVD,11361,7182812699,Indian,01/10/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,21,,,03/08/2025,Cycle Inspection / Initial Inspection,40.762466768059,-73.770431043491,411,19,146700,4138216,4062840026,QN46,
50034387,PARRILLA LATINA,Bronx,2501,WEBSTER AVENUE,10458,7183293000,Spanish,02/24/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,38,,,03/08/2025,Cycle Inspection / Initial Inspection,40.861047508586,-73.892042095807,205,15,039902,2094614,2030260041,BX05,
50097060,DELI COFFEE SHOP 55,Queens,5514,37TH AVE,11377,3472452977,Spanish,01/08/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,32,,,03/08/2025,Cycle Inspection / Initial Inspection,40.750779194209,-73.906781083191,402,26,025500,4430199,4012100007,QN63,
50115349,RESTAURANTE Y ANTOJITOS GUATELINDA,Queens,17018,JAMAICA AVE,11432,7186390222,Spanish,01/22/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9,A,01/22/2025,03/08/2025,Cycle Inspection / Initial Inspection,40.70727543595,-73.789319839659,412,27,044400,4217483,4102120006,QN61,
